PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,9999,0,0.010000,0.000000,128302.534216,12.831537,
1,501,501,0,0.000000,0.000000,4991.286067,9.962647
2,419,419,0,0.000000,0.000000,4639.151669,11.071961
3,400,400,0,0.000000,0.000000,4237.873262,10.594683
4,326,326,0,0.000000,0.000000,3739.716852,11.471524
5,311,311,0,0.000000,0.000000,3571.903051,11.485219
6,286,286,0,0.000000,0.000000,3482.736194,12.177399
7,265,265,0,0.000000,0.000000,3090.782674,11.663331
8,221,221,0,0.000000,0.000000,2757.118897,12.475651
9,221,221,0,0.000000,0.000000,2652.608479,12.002753
10,196,196,0,0.000000,0.000000,2294.919007,11.708770
11,203,203,0,0.000000,0.000000,2313.443482,11.396273
12,185,185,0,0.000000,0.000000,2262.611787,12.230334
13,161,161,0,0.000000,0.000000,2105.801321,13.079511
14,159,159,0,0.000000,0.000000,1980.916470,12.458594
15,165,165,0,0.000000,0.000000,1852.381634,11.226555
16,151,151,0,0.000000,0.000000,1882.793988,12.468834
17,153,153,0,0.000000,0.000000,1839.845861,12.025136
18,157,157,0,0.000000,0.000000,1951.831243,12.432046
19,151,151,0,0.000000,0.000000,2029.730022,13.441921
20,131,131,0,0.000000,0.000000,1455.474715,11.110494
21,122,122,0,0.000000,0.000000,1570.131185,12.869928
22,108,108,0,0.000000,0.000000,1305.103191,12.084289
23,107,107,0,0.000000,0.000000,1399.348432,13.078023
24,112,112,0,0.000000,0.000000,1407.112382,12.563503
25,98,98,0,0.000000,0.000000,1656.194128,16.899940
26,116,116,0,0.000000,0.000000,1504.541699,12.970187
27,123,123,0,0.000000,0.000000,1445.449701,11.751624
28,102,102,0,0.000000,0.000000,1324.597618,12.986251
29,105,105,0,0.000000,0.000000,1282.839860,12.217522
30,86,86,0,0.000000,0.000000,1076.170564,12.513611
31,94,94,0,0.000000,0.000000,1298.134139,13.809938
32,102,102,0,0.000000,0.000000,1375.572589,13.486006
33,90,90,0,0.000000,0.000000,1276.463494,14.182928
34,99,99,0,0.000000,0.000000,1345.354282,13.589437
35,90,90,0,0.000000,0.000000,1222.745277,13.586059
36,91,91,0,0.000000,0.000000,1237.699383,13.601092
37,97,97,0,0.000000,0.000000,1238.734899,12.770463
38,93,93,0,0.000000,0.000000,1252.537360,13.468144
39,65,65,0,0.000000,0.000000,959.405688,14.760088
40,82,82,0,0.000000,0.000000,1128.986823,13.768132
41,84,84,0,0.000000,0.000000,1177.523579,14.018138
42,83,83,0,0.000000,0.000000,1070.271630,12.894839
43,61,61,0,0.000000,0.000000,929.087286,15.230939
44,76,76,0,0.000000,0.000000,1042.006480,13.710612
45,64,64,0,0.000000,0.000000,923.049671,14.422651
46,83,83,0,0.000000,0.000000,1325.619949,15.971325
47,74,74,0,0.000000,0.000000,924.057053,12.487257
48,78,78,0,0.000000,0.000000,1078.118927,13.822038
49,65,65,0,0.000000,0.000000,863.458360,13.283975
50,58,58,0,0.000000,0.000000,741.546218,12.785280
51,80,80,0,0.000000,0.000000,1134.079534,14.175994
52,63,63,0,0.000000,0.000000,1133.625727,17.994059
53,78,78,0,0.000000,0.000000,1083.426481,13.890083
54,74,74,0,0.000000,0.000000,1126.603489,15.224371
55,46,46,0,0.000000,0.000000,649.702319,14.123963
56,71,71,0,0.000000,0.000000,894.299162,12.595763
57,71,71,0,0.000000,0.000000,971.982818,13.689899
58,46,46,0,0.000000,0.000000,683.224873,14.852715
59,50,50,0,0.000000,0.000000,710.944949,14.218899
60,68,68,0,0.000000,0.000000,950.495484,13.977875
61,59,59,0,0.000000,0.000000,861.496374,14.601633
62,65,65,0,0.000000,0.000000,922.199383,14.187683
63,62,62,0,0.000000,0.000000,800.998463,12.919330
64,58,58,0,0.000000,0.000000,760.840258,13.117935
65,53,53,0,0.000000,0.000000,742.534549,14.010086
66,40,40,0,0.000000,0.000000,502.122031,12.553051
67,51,51,0,0.000000,0.000000,773.587708,15.168386
68,58,58,0,0.000000,0.000000,776.022317,13.379695
69,53,53,0,0.000000,0.000000,783.188304,14.777138
70,55,55,0,0.000000,0.000000,751.193967,13.658072
71,49,49,0,0.000000,0.000000,712.710736,14.545117
72,55,55,0,0.000000,0.000000,708.262697,12.877504
73,53,53,0,0.000000,0.000000,744.852711,14.053825
74,53,53,0,0.000000,0.000000,814.647395,15.370706
75,50,50,0,0.000000,0.000000,708.099278,14.161986
76,46,46,0,0.000000,0.000000,704.362838,15.312236
77,47,47,0,0.000000,0.000000,678.992794,14.446655
78,46,46,0,0.000000,0.000000,681.735967,14.820347
79,51,51,0,0.000000,0.000000,689.868512,13.526834
80,57,57,0,0.000000,0.000000,867.868750,15.225768
81,50,49,0,2.000000,0.000000,642.478288,13.111802
82,47,47,0,0.000000,0.000000,690.304525,14.687330
83,47,47,0,0.000000,0.000000,600.038085,12.766768
84,49,49,0,0.000000,0.000000,728.786863,14.873201
85,44,44,0,0.000000,0.000000,574.321750,13.052767
86,45,45,0,0.000000,0.000000,662.148028,14.714401
87,39,39,0,0.000000,0.000000,563.971235,14.460801
88,37,37,0,0.000000,0.000000,616.536287,16.663143
89,37,37,0,0.000000,0.000000,747.144054,20.193083
90,44,44,0,0.000000,0.000000,642.665903,14.606043
91,45,45,0,0.000000,0.000000,741.905373,16.486786
92,33,33,0,0.000000,0.000000,503.334470,15.252560
93,39,39,0,0.000000,0.000000,584.339034,14.983052
94,39,39,0,0.000000,0.000000,547.696996,14.043513
95,39,39,0,0.000000,0.000000,815.282802,20.904687
96,36,36,0,0.000000,0.000000,467.893897,12.997053
97,31,31,0,0.000000,0.000000,581.846009,18.769226
98,36,36,0,0.000000,0.000000,468.075470,13.002096
99,42,42,0,0.000000,0.000000,735.034094,17.500812
100,43,43,0,0.000000,0.000000,549.972663,12.790062
