interest,rtt(ms)
/skenario2-3-benerin2/traffic67?MustBeFresh&Nonce=7a0365f9,13.016626
/skenario2-3-benerin2/traffic6?MustBeFresh&Nonce=26ae8365,14.458029
/skenario2-3-benerin2/traffic76?MustBeFresh&Nonce=713c1dd9,9.776301
/skenario2-3-benerin2/traffic4?MustBeFresh&Nonce=7417c9a0,12.076658
/skenario2-3-benerin2/traffic4?MustBeFresh&Nonce=1efdcabf,10.218384
/skenario2-3-benerin2/traffic21?MustBeFresh&Nonce=445488e4,14.892333
/skenario2-3-benerin2/traffic23?MustBeFresh&Nonce=852d4f0e,16.962599
/skenario2-3-benerin2/traffic71?MustBeFresh&Nonce=d9e45f2b,17.634323
/skenario2-3-benerin2/traffic85?MustBeFresh&Nonce=e1893665,18.474978
/skenario2-3-benerin2/traffic26?MustBeFresh&Nonce=e6488737,19.052289
/skenario2-3-benerin2/traffic29?MustBeFresh&Nonce=3643737d,19.926926
/skenario2-3-benerin2/traffic51?MustBeFresh&Nonce=191272f1,20.489895
/skenario2-3-benerin2/traffic99?MustBeFresh&Nonce=3d83cb53,21.115306
/skenario2-3-benerin2/traffic18?MustBeFresh&Nonce=cc269bd5,21.166699
/skenario2-3-benerin2/traffic58?MustBeFresh&Nonce=a3d6a87e,20.490010
/skenario2-3-benerin2/traffic65?MustBeFresh&Nonce=e9615f6e,21.656484
/skenario2-3-benerin2/traffic9?MustBeFresh&Nonce=855ecde2,18.524782
/skenario2-3-benerin2/traffic2?MustBeFresh&Nonce=51e53065,19.805163
/skenario2-3-benerin2/traffic2?MustBeFresh&Nonce=7ff09531,4.966349
/skenario2-3-benerin2/traffic6?MustBeFresh&Nonce=370978a4,13.630430
/skenario2-3-benerin2/traffic84?MustBeFresh&Nonce=f7efa171,21.178146
/skenario2-3-benerin2/traffic11?MustBeFresh&Nonce=277dd308,21.496280
/skenario2-3-benerin2/traffic11?MustBeFresh&Nonce=fc969021,21.521149
/skenario2-3-benerin2/traffic76?MustBeFresh&Nonce=06dc5b4f,12.342859
/skenario2-3-benerin2/traffic56?MustBeFresh&Nonce=f9ad6b8f,22.128347
/skenario2-3-benerin2/traffic13?MustBeFresh&Nonce=298670ef,22.715100
/skenario2-3-benerin2/traffic46?MustBeFresh&Nonce=c6bd1841,22.557807
/skenario2-3-benerin2/traffic7?MustBeFresh&Nonce=6c1f540d,21.850958
/skenario2-3-benerin2/traffic7?MustBeFresh&Nonce=ad9b372f,18.234876
/skenario2-3-benerin2/traffic7?MustBeFresh&Nonce=62926429,16.116108
/skenario2-3-benerin2/traffic10?MustBeFresh&Nonce=fc70940b,21.621605
/skenario2-3-benerin2/traffic22?MustBeFresh&Nonce=d7376e70,20.207756
/skenario2-3-benerin2/traffic16?MustBeFresh&Nonce=bb1002ae,19.609700
/skenario2-3-benerin2/traffic16?MustBeFresh&Nonce=ff779d6e,14.387666
/skenario2-3-benerin2/traffic42?MustBeFresh&Nonce=1a440f57,21.583229
/skenario2-3-benerin2/traffic42?MustBeFresh&Nonce=3acd9969,16.643576
/skenario2-3-benerin2/traffic3?MustBeFresh&Nonce=700da794,22.707472
/skenario2-3-benerin2/traffic3?MustBeFresh&Nonce=e953ee92,13.480912
/skenario2-3-benerin2/traffic4?MustBeFresh&Nonce=bf3e4166,12.290817
/skenario2-3-benerin2/traffic14?MustBeFresh&Nonce=7e6d3702,19.446643
/skenario2-3-benerin2/traffic14?MustBeFresh&Nonce=642ffbbe,11.297551
/skenario2-3-benerin2/traffic12?MustBeFresh&Nonce=3730cf72,18.418846
/skenario2-3-benerin2/traffic90?MustBeFresh&Nonce=57d69abb,17.901837
/skenario2-3-benerin2/traffic11?MustBeFresh&Nonce=175d46a8,10.825856
/skenario2-3-benerin2/traffic30?MustBeFresh&Nonce=26281f0c,16.927011
/skenario2-3-benerin2/traffic28?MustBeFresh&Nonce=fe2a881a,16.100201
/skenario2-3-benerin2/traffic73?MustBeFresh&Nonce=19e4956a,14.331082
/skenario2-3-benerin2/traffic10?MustBeFresh&Nonce=4e4097e6,9.229083
/skenario2-3-benerin2/traffic22?MustBeFresh&Nonce=f04cd1c9,9.050145
/skenario2-3-benerin2/traffic29?MustBeFresh&Nonce=4099d814,8.975779
/skenario2-3-benerin2/traffic23?MustBeFresh&Nonce=c21055d1,8.148677
/skenario2-3-benerin2/traffic71?MustBeFresh&Nonce=27c48deb,12.870311
/skenario2-3-benerin2/traffic4?MustBeFresh&Nonce=0a2cbd0c,6.633335
/skenario2-3-benerin2/traffic4?MustBeFresh&Nonce=30b51c18,5.093709
/skenario2-3-benerin2/traffic4?MustBeFresh&Nonce=0ddb8c3c,1.743551
/skenario2-3-benerin2/traffic3?MustBeFresh&Nonce=c5ea39c5,6.767973
/skenario2-3-benerin2/traffic18?MustBeFresh&Nonce=db762570,7.366244
/skenario2-3-benerin2/traffic22?MustBeFresh&Nonce=212de70c,6.353010
/skenario2-3-benerin2/traffic26?MustBeFresh&Nonce=e01fa845,4.569303
/skenario2-3-benerin2/traffic2?MustBeFresh&Nonce=f650ee55,3.119555
/skenario2-3-benerin2/traffic7?MustBeFresh&Nonce=f3177068,3.152457
/skenario2-3-benerin2/traffic18?MustBeFresh&Nonce=27f15b09,3.118452
/skenario2-3-benerin2/traffic3?MustBeFresh&Nonce=de937be2,2.624735
/skenario2-3-benerin2/traffic3?MustBeFresh&Nonce=6749cd88,0.907295
/skenario2-3-benerin2/traffic84?MustBeFresh&Nonce=04169270,3.366678
/skenario2-3-benerin2/traffic3?MustBeFresh&Nonce=f52785e1,2.549867
/skenario2-3-benerin2/traffic8?MustBeFresh&Nonce=9e4cf60c,15.617572
/skenario2-3-benerin2/traffic8?MustBeFresh&Nonce=0c4f39d3,14.100801
/skenario2-3-benerin2/traffic31?MustBeFresh&Nonce=0e1bd24a,18.119836
/skenario2-3-benerin2/traffic97?MustBeFresh&Nonce=8ebc9d3d,18.200943
/skenario2-3-benerin2/traffic74?MustBeFresh&Nonce=25162f38,18.407762
/skenario2-3-benerin2/traffic1?MustBeFresh&Nonce=bc6f1fa9,17.813097
/skenario2-3-benerin2/traffic1?MustBeFresh&Nonce=73f6bbdc,6.217838
/skenario2-3-benerin2/traffic15?MustBeFresh&Nonce=bdcd73ab,18.070348
/skenario2-3-benerin2/traffic62?MustBeFresh&Nonce=95aca48a,17.863717
/skenario2-3-benerin2/traffic45?MustBeFresh&Nonce=1a0e9647,18.523310
/skenario2-3-benerin2/traffic21?MustBeFresh&Nonce=d0d966fd,6.807611
/skenario2-3-benerin2/traffic21?MustBeFresh&Nonce=7ef9407b,1.023948
/skenario2-3-benerin2/traffic28?MustBeFresh&Nonce=2d162705,4.172385
/skenario2-3-benerin2/traffic12?MustBeFresh&Nonce=90865035,2.629616
/skenario2-3-benerin2/traffic11?MustBeFresh&Nonce=66bc6f14,2.565259
/skenario2-3-benerin2/traffic71?MustBeFresh&Nonce=50893a39,2.655751
/skenario2-3-benerin2/traffic2?MustBeFresh&Nonce=d3f64233,3.090820
/skenario2-3-benerin2/traffic5?MustBeFresh&Nonce=d9968631,8.966366
/skenario2-3-benerin2/traffic5?MustBeFresh&Nonce=73055c4c,8.054736
/skenario2-3-benerin2/traffic5?MustBeFresh&Nonce=99040714,2.081187
/skenario2-3-benerin2/traffic19?MustBeFresh&Nonce=44c5b40e,10.291807
/skenario2-3-benerin2/traffic16?MustBeFresh&Nonce=8bdebca6,4.279142
/skenario2-3-benerin2/traffic48?MustBeFresh&Nonce=74e6245b,9.577692
/skenario2-3-benerin2/traffic5?MustBeFresh&Nonce=215e1e49,2.770126
/skenario2-3-benerin2/traffic5?MustBeFresh&Nonce=9c8bbfd7,8.843798
/skenario2-3-benerin2/traffic61?MustBeFresh&Nonce=7b968f57,11.521659
/skenario2-3-benerin2/traffic40?MustBeFresh&Nonce=d2caae8a,10.229321
/skenario2-3-benerin2/traffic69?MustBeFresh&Nonce=af84ff97,9.541700
/skenario2-3-benerin2/traffic30?MustBeFresh&Nonce=79341f07,3.260383
/skenario2-3-benerin2/traffic21?MustBeFresh&Nonce=b8d29c2f,4.249635
/skenario2-3-benerin2/traffic8?MustBeFresh&Nonce=9b627418,3.793720
/skenario2-3-benerin2/traffic13?MustBeFresh&Nonce=e212c91e,3.219247
/skenario2-3-benerin2/traffic1?MustBeFresh&Nonce=779e4da1,3.323394
/skenario2-3-benerin2/traffic30?MustBeFresh&Nonce=4535b2e4,3.577742
/skenario2-3-benerin2/traffic13?MustBeFresh&Nonce=0a217f2e,3.494247
/skenario2-3-benerin2/traffic8?MustBeFresh&Nonce=47a32838,3.231513
/skenario2-3-benerin2/traffic87?MustBeFresh&Nonce=86998026,10.579481
/skenario2-3-benerin2/traffic14?MustBeFresh&Nonce=9e528ae8,5.301340
/skenario2-3-benerin2/traffic6?MustBeFresh&Nonce=1dfddba9,5.954415
/skenario2-3-benerin2/traffic6?MustBeFresh&Nonce=9b52981c,2.603308
/skenario2-3-benerin2/traffic25?MustBeFresh&Nonce=79660c7e,12.312036
/skenario2-3-benerin2/traffic15?MustBeFresh&Nonce=fd0e1391,7.130742
/skenario2-3-benerin2/traffic9?MustBeFresh&Nonce=82311db7,7.040672
/skenario2-3-benerin2/traffic63?MustBeFresh&Nonce=60ae928a,16.284526
/skenario2-3-benerin2/traffic57?MustBeFresh&Nonce=52b595c0,17.397085
/skenario2-3-benerin2/traffic80?MustBeFresh&Nonce=311809b7,10.561838
/skenario2-3-benerin2/traffic89?MustBeFresh&Nonce=b451f55e,10.899336
/skenario2-3-benerin2/traffic13?MustBeFresh&Nonce=f8e03f10,10.265530
/skenario2-3-benerin2/traffic10?MustBeFresh&Nonce=aa22e047,3.497128
/skenario2-3-benerin2/traffic7?MustBeFresh&Nonce=82e77994,5.323997
/skenario2-3-benerin2/traffic81?MustBeFresh&Nonce=893c8b89,11.904170
/skenario2-3-benerin2/traffic2?MustBeFresh&Nonce=f309a395,5.268303
/skenario2-3-benerin2/traffic2?MustBeFresh&Nonce=95e8ff64,3.368492
/skenario2-3-benerin2/traffic3?MustBeFresh&Nonce=2a6fa6ae,5.569057
/skenario2-3-benerin2/traffic84?MustBeFresh&Nonce=ba5b275c,5.508396
/skenario2-3-benerin2/traffic24?MustBeFresh&Nonce=88505788,10.704110
