PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
72,53,53,0,0.000000,0.000000,572.339465,10.798858
73,39,39,0,0.000000,0.000000,549.993534,14.102398
74,49,49,0,0.000000,0.000000,732.399623,14.946931
75,44,44,0,0.000000,0.000000,482.492653,10.965742
76,49,49,0,0.000000,0.000000,587.397606,11.987706
77,39,39,0,0.000000,0.000000,570.153074,14.619310
78,51,51,0,0.000000,0.000000,588.487718,11.538975
79,58,58,0,0.000000,0.000000,690.234111,11.900588
80,68,68,0,0.000000,0.000000,705.753233,10.378724
81,58,58,0,0.000000,0.000000,694.014818,11.965773
82,46,46,0,0.000000,0.000000,607.466402,13.205791
83,39,39,0,0.000000,0.000000,479.323246,12.290340
84,49,49,0,0.000000,0.000000,582.845900,11.894814
85,51,51,0,0.000000,0.000000,611.826065,11.996590
86,49,49,0,0.000000,0.000000,469.120958,9.573897
87,38,38,0,0.000000,0.000000,389.686866,10.254918
88,41,41,0,0.000000,0.000000,444.225121,10.834759
89,43,43,0,0.000000,0.000000,484.171008,11.259791
90,38,38,0,0.000000,0.000000,390.198736,10.268388
91,39,39,0,0.000000,0.000000,516.215769,13.236302
92,37,37,0,0.000000,0.000000,397.909383,10.754308
93,49,48,0,2.040816,0.000000,565.237831,11.775788
94,38,38,0,0.000000,0.000000,472.256129,12.427793
95,53,53,0,0.000000,0.000000,611.156549,11.531256
96,35,35,0,0.000000,0.000000,353.969297,10.113408
97,45,45,0,0.000000,0.000000,506.406409,11.253476
98,42,42,0,0.000000,0.000000,993.416547,23.652775
99,42,42,0,0.000000,0.000000,482.597026,11.490405
100,37,37,0,0.000000,0.000000,530.125738,14.327723
